id,Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,ClusterPredicted K-means,cluster Kmeans 10000 runs
1048,"KEMI - Pine Rosin Portugal, SA",9502,0.004882131,0.017424976,0.025316456,0,0.010327022,0,0,6.694997618,3,0,2
1049,AKÇALI BOYA,16151,0.008090389,0.060019361,0.009493671,0,0.027538726,0,0,6.681158007,3,0,2
1050,Chemmax,11989,0.003208258,0.013552759,0.025316456,0,0.015490534,0,0,6.675868654,3,0,2
1051,Max Lehner AG,35411,0.012554052,0.046466602,0.009493671,0,0.036144578,0,0,6.656995808,3,0,2
1052,Kluthe France,19745,0.006556005,0.021297193,0.018987342,0,0.029259897,0,0,6.653123074,3,0,2
1053,ALLCHITAL SRL,2190,0.015483331,0.046466602,0.009493671,0,0.032702238,0,0,6.63134271,3,0,2
1054,CRIMOLARA PRODUTOS QUIMICOS SA,19963,0.001394895,0.002904163,0.03164557,0,0.00172117,0,0,6.63012531,3,0,2
1055,Oxy'Pharm,29490,0.011298647,0.014520813,0.003164557,0.016393443,0.027538726,0.000491843,0,6.628693501,3,0,2
1056,Solvias AG,31975,0.018831078,0.016456922,0.003164557,0,0.084337349,0,0,6.614178854,3,4,0
1057,MST METALURJİ MÜHENDİSLİK LTD. STI,35695,0.021341889,0.064859632,0.006329114,0,0.020654045,0,0,6.608601064,3,0,2
1058,VARIACHEM KFT,1726,0.042823267,0.044530494,0,0,0.04475043,0,0,6.605209542,3,4,0
1059,Iqoxe,28893,0.004882131,0.05517909,0.006329114,0,0.046471601,0,0,6.592463891,3,4,0
1060,FIS Chemicals Ltd,18216,0.010740689,0.038722168,0.015822785,0,0.018932874,0,0,6.584343556,3,0,2
1061,Vekker OÜ,4716,0.017994141,0.062923524,0.003164557,0,0.037865749,0,0,6.572082086,3,4,0
1062,Alchemy Agencies Ltd,1148,0.035569814,0.049370765,0,0,0.046471601,0,0,6.570608997,3,4,0
1063,Farmatic d.o.o.,18361,0.016320268,0.037754114,0.015822785,0,0.013769363,0,0,6.556744223,3,0,2
1064,Kesvi Maxiple Llp,922,0.03138513,0.014520813,0.012658228,0,0.034423408,0,0,6.548113145,3,0,2
1065,Azelis UK LTD,17563,0.023434231,0.014520813,0,0,0.092943201,0,0,6.544912263,3,4,0
1066,Worthcoatings Ltd.,8188,0.012693542,0.059051307,0.003164557,0,0.046471601,0,0,6.543733852,3,4,0
1067,Ricche Ltd,16033,0.011996094,0.024201355,0,0,0.094664372,0,0,6.543091067,3,4,0
1068,SC NATURE LIFE INDUSTRY SRL,25300,0.008090389,0.020329138,0.022151899,0,0.013769363,0,0,6.539824286,3,0,2
1069,Türç Metal Ticareti ve Bilisim Teknolojileri Limited Sirketi,17287,0.017575673,0.095837367,0,0,0.017211704,0,0,6.531237194,3,4,0
1070,NPT srl,28819,0.000557958,0,0.03164557,0,0.003442341,0,0,6.529128857,3,0,2
1071,Watch Water East GmbH,28714,0.013530478,0.027105518,0.009493671,0,0.051635112,0,0,6.512289589,3,0,2
1072,H2O GmbH,35242,0.004603152,0.014520813,0.022151899,0,0.022375215,0,0,6.505338786,3,0,2
1073,Lacover LLC,19527,0.000557958,0.002904163,0.03164557,0,0,0,0,6.502219949,3,0,2
1074,BPA DIS TICARET A.S.,24607,0.010182731,0.032913843,0.012658228,0,0.036144578,0,0,6.493703204,3,0,2
1075,Vivere GmbH,1914,0.008927326,0.065827686,0,0,0.055077453,0,0,6.49162325,3,4,0
1076,Leeson Polyurethanes Ltd,6123,0.008090389,0.063891578,0.003164557,0,0.04475043,0,0,6.469531262,3,4,0
1077,BIOENTECH KUNSTSTOFF GmbH,27819,0.016599247,0.03678606,0.009493671,0,0.037865749,0,0,6.461286951,3,0,2
1078,Aventel,29405,0.018133631,0.025169409,0.012658228,0,0.034423408,0,0,6.417967985,3,0,2
1079,Chromos-commerce d.o.o.,5169,0.011717115,0.056147144,0.009493671,0,0.022375215,0,0,6.410707914,3,0,2
1080,PETROL KİMYA SAN. VE TİC. A.Ş.,24474,0.005021621,0.002904163,0.025316456,0,0.018932874,0,0,6.406224032,3,0,2
1081,UAB Valentis,23685,0.009485284,0.023233301,0.012658228,0,0.04475043,0,0,6.405096331,3,0,2
1082,CFI World S.A.,21881,0.011577626,0.016456922,0.018987342,0,0.024096386,0,0,6.404015005,3,0,2
1083,SLB (Schlumberger),33693,0.018133631,0.060019361,0.006329114,0,0.024096386,0,0,6.378291662,3,0,2
1084,Emmonya,31734,0.011577626,0.010648596,0.018987342,0,0.029259897,0,0,6.371774301,3,0,2
1085,Eval Europe nv,25858,0.008927326,0.09196515,0.003164557,0,0.013769363,0,0,6.366003353,3,4,0
1086,Durotec-Glasstone S.L.,23056,0.005858558,0.030009681,0.018987342,0,0.015490534,0,0,6.365406944,3,0,2
1087,SICCE SRL,35479,0.01562282,0.021297193,0.012658228,0,0.039586919,0,0,6.356992181,3,0,2
1088,MIKU POLYMERS & PLASTICS LIMITED,1551,0.016738736,0.05517909,0.009493671,0,0.017211704,0,0,6.355210688,3,0,2
1089,Adcos ( advanced construction systems ),14041,0.00781141,0.044530494,0.012658228,0,0.024096386,0,0,6.353560044,3,0,2
1090,Mićko Kovačevic,33517,0.006277026,0,0.018987342,0,0.04475043,0,0,6.348841173,3,0,2
1091,GIP Ltd,30732,0.013390989,0.026137464,0.015822785,0,0.024096386,0,0,6.345798873,3,0,2
1092,Elemental Inks & Chemicals Ltd.,28440,0.017017715,0.015488867,0.015822785,0,0.030981067,0,0,6.338939445,3,0,2
1093,euronopa GmbH,17691,0.000139489,0,0.03164557,0,0,0,0,6.336088397,3,0,2
1094,Sky Chemicals UK,23889,0.01311201,0.016456922,0.012658228,0,0.046471601,0,0,6.333672186,3,0,2
1095,Roserv Green Energy,33773,0.023294741,0.030977735,0.009493671,0,0.034423408,0,0,6.333528373,3,0,2
1096,Tover Srl,17404,0.018831078,0.010648596,0.012658228,0,0.046471601,0,0,6.329209333,3,0,2
1097,Celanese,30052,0.011159157,0.046466602,0.009493671,0,0.030981067,0,0,6.329075514,3,0,2
1098,A. + E. Fischer-Chemie GmbH Co. KG,17198,0.012275073,0.028073572,0.009493671,0,0.048192771,0,0,6.325804999,3,0,2
1099,UAB INSOLA,9768,0.016180778,0.01839303,0.012658228,0,0.04130809,0,0,6.325740463,3,0,2
1100,"QUIMICAS THAI, S.L.",20335,0.007532431,0.025169409,0.022151899,0,0.005163511,0,0,6.323647346,3,0,2
1101,F. Willich Isoliersysteme GmbH u. Co KG,6755,0.009345794,0.031945789,0.012658228,0,0.034423408,0,0,6.317395133,3,0,2
1102,WindplusSonne GmbH,25938,0.008090389,0.016456922,0.018987342,0,0.025817556,0,0,6.315711689,3,0,2
1103,Control and Monitoring Systems GmbH,17547,0.011438136,0.016456922,0.018987342,0,0.022375215,0,0,6.310982012,3,0,2
1104,Karat-Reinigungsmittel GesmbH,3134,0.015343842,0.030977735,0.012658228,0,0.029259897,0,0,6.310719221,3,0,2
1105,Radical Materials Ltd,21301,0.008369368,0.037754114,0.012658228,0,0.029259897,0,0,6.300814523,3,0,2
1106,MARENECO,32464,0.007671921,0.067763795,0.003164557,0,0.037865749,0,0,6.297984605,3,4,0
1107,Alfa Chemicals,21041,0.010740689,0.099709584,0,0,0.015490534,0,0,6.297040319,3,4,0
1108,Häffner Gmbh & Co. Kg,136,0.006556005,0.013552759,0.022151899,0,0.017211704,0,0,6.296403144,3,0,2
1109,proFagus GmbH,29666,0.01576231,0.031945789,0.003164557,0,0.065404475,0,0,6.28854009,3,4,0
1110,EVANGELOS SKRIMIZEAS SA,29704,0.011856605,0.01839303,0.003164557,0.016393443,0.017211704,1.81E-06,0,6.284847466,3,0,2
1111,M.M.SUPPLIERS,11573,0.007253452,0.025169409,0.018987342,0,0.017211704,0,0,6.279196645,3,0,2
1112,B.K.M. DANISMANLIK VE SOSYAL HIZMETLER TEKSTIL SANAYI TLS,24566,0.012414563,0.009680542,0.018987342,0,0.027538726,0,0,6.279159912,3,0,2
1113,Chemical Products R. Borghgraef,31357,0.005579579,0.102613746,0,0,0.017211704,0,0,6.270251454,3,4,0
1114,Monortáp Kft,32862,0.01046171,0.015488867,0.015822785,0,0.036144578,0,0,6.269314754,3,0,2
1115,vectis TET,6432,0.016041289,0.019361084,0.018987342,0,0.013769363,0,0,6.256055168,3,0,2
1116,Covestro Deutschland AG_B,3672,0.010043242,0.030977735,0.006329114,0,0.058519793,0,0,6.242861282,3,0,2
1117,PROMİDA DİŞ MALZEMELERİ SAN. TİC. LTD. ŞTİ.,32361,0.0132515,0.021297193,0.012658228,0,0.039586919,0,0,6.238426133,3,0,2
1118,Siriusexport ltd sti,32185,0.015483331,0.024201355,0.012658228,0,0.034423408,0,0,6.23705028,3,0,2
1119,ebalta Kunststoff GmbH,29548,0.015064863,0.050338819,0.003164557,0,0.046471601,0,0,6.226675506,3,4,2
1120,Labiozell SLU,22510,0.009206305,0.031945789,0.012658228,0,0.032702238,0,0,6.22436214,3,0,2
1121,Productos Albi S.L.,24245,0.022178825,0.021297193,0.009493671,0,0.04302926,0,0,6.223998079,3,0,2
1122,Evterpa Cosmetic,32820,0.012414563,0.028073572,0.015822785,0,0.020654045,0,0,6.221665941,3,0,2
1123,Baypol kimya,14502,0.014646394,0.004840271,0.025316456,0,0.003442341,0,0,6.209741441,3,0,2
1124,IEMME SRL,32663,0.010322221,0.01839303,0.012658228,0,0.04475043,0,0,6.204929618,3,0,2
1125,ICOPEINT,15923,0.006556005,0.047434656,0.006329114,0,0.04475043,0,0,6.202877368,3,0,2
1126,Albabase OÜ,31959,0.015343842,0.048402711,0,0,0.060240964,0,0,6.199375797,3,4,0
1127,SW color Lackfabrik GmbH,28363,0.016599247,0.019361084,0.009493671,0,0.049913941,0,0,6.1924478,3,0,2
1128,Bartın Organize Sanayi Bölgesi,31122,0.023155252,0.015488867,0.012658228,0,0.034423408,0,0,6.185021923,3,0,2
1129,REMIC CONSULT,25991,0.014227926,0.011616651,0.015822785,0,0.034423408,0,0,6.177956174,3,0,2
1130,Carvansons Ltd,25214,0.009903752,0.028073572,0.006329114,0,0.060240964,0,0,6.176737197,3,0,2
1131,OM corporation,27258,0.007671921,0.023233301,0.015822785,0,0.029259897,0,0,6.17281289,3,0,2
1132,Nika Druk,34793,0.012414563,0.045498548,0.009493671,0,0.027538726,0,0,6.171326025,3,0,2
1133,Polymerics GmbH,17862,0.005858558,0.011616651,0.022151899,0,0.017211704,0,0,6.164725355,3,0,2
1134,SPODRA SIA,20843,0.010880179,0.029041626,0.012658228,0,0.032702238,0,0,6.16284769,3,0,2
1135,Inpropak GmbH,15962,0.0132515,0.017424976,0.015822785,0,0.029259897,0,0,6.161375564,3,0,2
1136,Pharmachem Industries (Guj) Pvt Ltd,1653,0.053005998,0.022265247,0.006329114,0,0.022375215,0,0,6.148145787,3,0,2
1137,RV NEORESINS,17853,0.002929279,0.013552759,0.025316456,0,0.005163511,0,0,6.145568588,3,0,2
1138,Unisupply,1183,0.029571767,0.039690223,0,0,0.053356282,0,0,6.130913613,3,4,0
1139,Max Sauer,25461,0.004742642,0.021297193,0.003164557,0.016393443,0.017211704,0.000563153,0,6.130492156,3,0,2
1140,MEFFERT AG Farbwerke,23406,0.011019668,0.015488867,0.015822785,0,0.032702238,0,0,6.125095608,3,0,2
1141,Itidet srl,30123,0.009485284,0.035818006,0.015822785,0,0.013769363,0,0,6.118189604,3,0,2
1142,Argis ilaç,27673,0.007392942,0.021297193,0.012658228,0,0.04302926,0,0,6.117615288,3,0,2
1143,WMT GmbH,32178,0.020225973,0.040658277,0.006329114,0,0.036144578,0,0,6.117264191,3,0,2
1144,Polymer-Lak LLC,10279,0.002092342,0,0.025316456,0,0.018932874,0,0,6.114551958,3,0,2
1145,CosmoLab,32532,0.022457804,0.017424976,0.006329114,0,0.056798623,0,0,6.09989295,3,0,2
1146,Blue World Technologies,29643,0.004882131,0.005808325,0.003164557,0.016393443,0.032702238,0.000133291,0,6.094563694,3,0,2
1147,ARTECO COOLANTS,21295,0.004184684,0.019361084,0.018987342,0,0.022375215,0,0,6.093517526,3,0,2
1148,ROMBAT SA,29743,0.011577626,0.046466602,0.009493671,0,0.025817556,0,0,6.091823375,3,0,2
1149,R Plast,28802,0.006974473,0.019361084,0.003164557,0.016393443,0.017211704,1.33E-05,0,6.090295904,3,0,2
1150,Perna Clean,27338,0.010880179,0.03678606,0.009493671,0,0.036144578,0,0,6.089275021,3,0,2
1151,PRAYON S.A.,34485,0.016180778,0.026137464,0.009493671,0,0.04130809,0,0,6.080050755,3,0,2
1152,CERESIO SC,13612,0.006137537,0.028073572,0.015822785,0,0.024096386,0,0,6.079931676,3,0,2
1153,CHEMATEK SPA,18679,0.011159157,0.012584705,0.015822785,0,0.034423408,0,0,6.072920469,3,0,2
1154,RosAlliance Ltd,30754,0.012135584,0.09196515,0,0,0.017211704,0,0,6.065621889,3,4,0
1155,Mapei Austria GmbH,28710,0.017854652,0.044530494,0.009493671,0,0.020654045,0,0,6.050693699,3,0,2
1156,Mepak Rigid d.o.o.,20740,0.009485284,0.005808325,0.012658228,0,0.055077453,0,0,6.050198659,3,0,2
1157,Ursa Sanayi Hammaddeleri Ltd. Şti.,16249,0.010740689,0.034849952,0.015822785,0,0.012048193,0,0,6.046498634,3,0,2
1158,KESA ADDITIVES SRL,22764,0.005998047,0.001936108,0.022151899,0,0.024096386,0,0,6.031906802,3,0,2
1159,Acies Bio d.o.o.,33778,0.012554052,0.029041626,0.015822785,0,0.015490534,0,0,6.018867565,3,0,2
1160,Prospectrum GmbH,14835,0.028734831,0.030009681,0.006329114,0,0.036144578,0,0,6.010277254,3,0,2
1161,Hydro Systems,23766,0.008090389,0.012584705,0.006329114,0,0.074010327,0,0,6.000093832,3,0,2
1162,Ucenta ventures Ltd,32027,0.014506905,0.023233301,0.015822785,0,0.018932874,0,0,5.998210969,3,0,2
1163,"YANG-E CO.,LTD",28814,0.042683777,0.013552759,0,0,0.063683305,0,0,5.995992049,3,0,2
1164,COFFEE TO COME,29987,0.016878226,0.030009681,0.012658228,0,0.022375215,0,0,5.994801639,3,0,2
1165,PCIM SA/ISOPROC,34363,0.010043242,0.047434656,0.009493671,0,0.024096386,0,0,5.977448358,3,0,2
1166,Synthon Argentina SA,32177,0.020225973,0.034849952,0.012658228,0,0.013769363,0,0,5.973909955,3,0,2
1167,DOCTUM SA,25057,0.009066815,0.019361084,0.015822785,0,0.027538726,0,0,5.962888263,3,0,2
1168,Mono Plastik San. Ve Tic. A.Ş,12677,0.000697447,0.002904163,0.028481013,0,0.00172117,0,0,5.96234155,3,0,2
1169,AID Technologies Ltd,15783,0.004603152,0.005808325,0.009493671,0.016393443,0.005163511,0,0,5.956172148,3,0,2
1170,Hagmans Nordic AB,2815,0.010880179,0.03678606,0.012658228,0,0.020654045,0,0,5.947659735,3,0,2
1171,TRENDKIMYASAL URUNLER INSAAT GIDA SAN VE TIC LTD.STI,1915,0.00516111,0.021297193,0.022151899,0,0.003442341,0,0,5.925411935,3,0,2
1172,Waste4Generation Ltd,24612,0.008369368,0.032913843,0.015822785,0,0.013769363,0,0,5.917185685,3,0,2
1173,AG Termopasty Grzegorz Gąsowski,32897,0.010043242,0.024201355,0.015822785,0,0.020654045,0,0,5.90948905,3,0,2
1174,Olverum Ltd,27969,0.006416516,0.020329138,0.018987342,0,0.015490534,0,0,5.909277732,3,0,2
1175,Gemteks boya kimya san.tic.a.ş,15103,0.000557958,0.001936108,0.028481013,0,0.00172117,0,0,5.906964366,3,0,2
1176,J Reents GmbH,32821,0.01311201,0.028073572,0.006329114,0,0.051635112,0,0,5.906857487,3,0,2
1177,Buss-SMS-Canzler GmbH,29811,0.011717115,0.025169409,0.009493671,0,0.04302926,0,0,5.894523414,3,0,2
1178,Loba GmbH & Co. KG,25224,0.009485284,0.017424976,0.015822785,0,0.027538726,0,0,5.887006262,3,0,2
1179,Glomin GmbH,30740,0.011577626,0.019361084,0.012658228,0,0.036144578,0,0,5.885809991,3,0,2
1180,Nu'u bio-nature s.r.l,31586,0.010740689,0.028073572,0.015822785,0,0.015490534,0,0,5.8797967,3,0,2
1181,Indigo Food Solutions,30033,0.019946994,0.030977735,0.006329114,0,0.04130809,0,0,5.877463698,3,0,2
1182,SPRING COATING SYSTEMS,17135,0.000697447,0,0.012658228,0.016393443,0,7.33E-09,0,5.845207194,3,0,2
1183,GUICA S.A.,25466,0.016599247,0.016456922,0.006329114,0,0.058519793,0,0,5.844620875,3,0,2
1184,LABMARKER DIS TIC LTD STI,25655,0.011577626,0.030009681,0.006329114,0,0.049913941,0,0,5.84088518,3,0,2
1185,ESTRALAB,34851,0.009903752,0.026137464,0.015822785,0,0.017211704,0,0,5.827202958,3,0,2
1186,HPLLC,24345,0.006834984,0.016456922,0.018987342,0,0.017211704,0,0,5.82264883,3,0,2
1187,Quaternia s.l.,327,0.000278979,0.001936108,0.028481013,0,0,0,0,5.8069569,3,0,2
1188,Vedarco Ltd.,32744,0.011996094,0.011616651,0.006329114,0,0.067125645,0,0,5.802742298,3,0,2
1189,RS Solution srl,16916,0.008787837,0.023233301,0.015822785,0,0.020654045,0,0,5.798316079,3,0,2
1190,Semco Teak Products Europe SL,25281,0.005579579,0.006776379,0.006329114,0.016393443,0.012048193,0.000333227,0,5.798041529,3,0,2
1191,Bolkar Dış Ticaret AŞ,36047,0.013530478,0.030009681,0.009493671,0,0.034423408,0,0,5.796912523,3,0,2
1192,Defréine carpentry,27244,0.008927326,0.030977735,0.009493671,0,0.037865749,0,0,5.78727465,3,0,2
1193,Aspen Oss BV,14880,0.006695494,0.06195547,0.003164557,0,0.034423408,0,0,5.786629988,3,0,2
1194,Protega,20367,0.016041289,0.041626331,0.006329114,0,0.032702238,0,0,5.784315659,3,0,2
1195,Spartax Chemicals,27190,0.007392942,0.01839303,0.009493671,0,0.051635112,0,0,5.769788363,3,0,2
1196,Zeocem,21807,0.003766216,0.01839303,0.018987342,0,0.017211704,0,0,5.766015835,3,0,2
1197,Microsphere Technology Ltd,22207,0.0053006,0.014520813,0.022151899,0,0.006884682,0,0,5.765684475,3,0,2
1198,Eurocoatings,27339,0.011438136,0.037754114,0.003164557,0,0.053356282,0,0,5.760338039,3,0,2
1199,Fuelsave GmbH,27584,0.0053006,0.039690223,0.015822785,0,0.006884682,0,0,5.758332164,3,0,2
1200,acque e chimici,19459,0.001534384,0.008712488,0.025316456,0,0.003442341,0,0,5.747751781,3,0,2
1201,Procoat,23018,0.002789789,0.01839303,0.022151899,0,0.005163511,0,0,5.747696275,3,0,2
1202,DIPON.DE Removable Automotive Coatings GmbH & Co. KG,22882,0.010322221,0.076476283,0.003164557,0,0.015490534,0,0,5.747363238,3,0,2
1203,VERNICOL SA,14817,0.000836937,0,0.028481013,0,0,0,0,5.738049372,3,0,2
1204,Biofarm d.o.o.,16511,0.011717115,0.034849952,0.012658228,0,0.017211704,0,0,5.720584115,3,0,2
1205,Naturepad GmbH,32603,0.012693542,0.009680542,0.012658228,0,0.04130809,0,0,5.715754232,3,0,2
1206,Tikkurila Polska S.A.,21913,0.009624773,0.021297193,0.012658228,0,0.032702238,0,0,5.712855744,3,0,2
1207,"ASAHI SANGYO KAISHA, LTD.",2987,0.035151346,0.022265247,0,0,0.056798623,0,0,5.7107608,3,0,2
1208,AURIVO DAIRY INGREDIENTS,32642,0.015483331,0.029041626,0.012658228,0,0.018932874,0,0,5.704537154,3,0,2
1209,OFER CHEMICALS,34443,0.007671921,0.030977735,0.015822785,0,0.012048193,0,0,5.699449377,3,0,2
1210,Plasmat Boya Plastik San.Ve Tic. A.Ş.,7117,0.0053006,0.025169409,0.012658228,0,0.032702238,0,0,5.69025791,3,0,2
1211,GALEB d.d.,19242,0.005719068,0.012584705,0.022151899,0,0.006884682,0,0,5.689802474,3,0,2
1212,Bondis BV,21294,0.007532431,0.020329138,0.015822785,0,0.022375215,0,0,5.676396206,3,0,2
1213,HyPoint,32040,0.013390989,0.025169409,0.012658228,0,0.024096386,0,0,5.66448477,3,0,2
1214,Kebony Belgium NV,17427,0.028595341,0.022265247,0.009493671,0,0.024096386,0,0,5.64658285,3,0,2
1215,"Brands Alliance, s.r.o.",25773,0.021341889,0.038722168,0.006329114,0,0.027538726,0,0,5.645961958,3,0,2
1216,Sto SE & Co.KGaA,6058,0.004184684,0.01839303,0.022151899,0,0.00172117,0,0,5.64532397,3,0,2
1217,D&R Tecnical Consulting Ltd.,22635,0.006277026,0.017424976,0.015822785,0,0.025817556,0,0,5.640534853,3,0,2
1218,ADI Center s.l.,23213,0.012275073,0.044530494,0.003164557,0,0.04302926,0,0,5.624652734,3,0,2
1219,Briman Chemicals LTd Sti,29082,0.008927326,0.060987415,0.006329114,0,0.017211704,0,0,5.622145047,3,0,2
1220,Kunststoff Vertrieb Dr. Schiffers GmbH & Co. KG,25467,0.006834984,0.023233301,0.015822785,0,0.018932874,0,0,5.614614931,3,0,2
1221,Cordial Adhesives,29300,0.015483331,0.043562439,0.006329114,0,0.027538726,0,0,5.595047627,3,0,2
1222,CHIMIE PLUS LABORATOIRES,32248,0.011298647,0.026137464,0.009493671,0,0.036144578,0,0,5.577768625,3,0,2
1223,Allegrini S.P.A.,811,0.01311201,0.027105518,0.012658228,0,0.020654045,0,0,5.575224205,3,0,2
1224,AGI - Augusto Guimarães & Irmão,17026,0.008927326,0.012584705,0,0.016393443,0.024096386,0.000159949,0,5.57510422,3,0,2
1225,Sivit srl,20861,0.006416516,0.028073572,0.006329114,0,0.051635112,0,0,5.572082762,3,0,2
1226,ADIONICS,35138,0.01311201,0.033881897,0.012658228,0,0.013769363,0,0,5.569809099,3,0,2
1227,SAS GEWEN LA SOURCE,5922,0.002092342,0,0.006329114,0.016393443,0.015490534,0.001412881,0,5.56494321,3,0,2
1228,"Clam Desarrollo, S.L.",23332,0.005719068,0.016456922,0.015822785,0,0.025817556,0,0,5.564234249,3,0,2
1229,Meghna Colour Chem,334,0.0053006,0.014520813,0.018987342,0,0.015490534,0,0,5.563065681,3,0,2
1230,Safari Klip,27868,0.005579579,0.025169409,0.015822785,0,0.017211704,0,0,5.562591571,3,0,2
1231,ZWUKSO Sp. z o.o Sp.k.,1677,0.046728972,0.014520813,0,0,0.049913941,0,0,5.55818633,3,0,2
1232,Colorificio Marmoplast s.r.l.,20474,0.006974473,0.045498548,0.009493671,0,0.020654045,0,0,5.555087482,3,0,2
1233,Hans Stockmar GmbH & Co.KG,19555,0.011577626,0.034849952,0.012658228,0,0.013769363,0,0,5.541492602,3,0,2
1234,Dechamboux,30946,0.007253452,0.051306873,0.003164557,0,0.039586919,0,0,5.540273625,3,0,2
1235,IBV Hungária Kft.,21060,0.0053006,0.009680542,0.003164557,0.016393443,0.017211704,0.000104633,0,5.531705529,3,0,2
1236,Elcrom srl,21510,0.013809457,0.011616651,0.012658228,0,0.034423408,0,0,5.524121361,3,0,2
1237,Bestseal adhesives & Sealants S.A,31454,0.020086483,0.008712488,0.012658228,0,0.030981067,0,0,5.520647494,3,0,2
1238,Axens,20205,0.020644441,0.016456922,0.012658228,0,0.022375215,0,0,5.505474474,3,0,2
1239,PULS s.r.o.,5370,0.008229879,0.063891578,0,0,0.037865749,0,0,5.499360264,3,4,2
1240,Ombergs Ekogard,29330,0.008229879,0.063891578,0,0,0.037865749,0,0,5.499360264,3,4,2
1241,CBW Export,34173,0.024410657,0.017424976,0.012658228,0,0.017211704,0,0,5.484012407,3,0,2
1242,RNM Produtos Quimicos SA,30464,0.009345794,0.013552759,0.012658228,0,0.036144578,0,0,5.483802153,3,0,2
1243,Novonol GmbH,19108,0.004463663,0.07357212,0.003164557,0,0.018932874,0,0,5.481344262,3,0,2
1244,ISOMATEX SA,28158,0.007392942,0.031945789,0.015822785,0,0.006884682,0,0,5.475727581,3,0,2
1245,Unichem D.O.O.,29289,0.014227926,0.019361084,0.009493671,0,0.037865749,0,0,5.471472113,3,0,2
1246,DURIEU S.A.,13384,0.003905705,0.017424976,0.018987342,0,0.012048193,0,0,5.466412039,3,0,2
1247,Jean-Yves Ickonga Akindou,30590,0.006834984,0.008712488,0.012658228,0,0.04302926,0,0,5.460482157,3,0,2
1248,INTRALABS,18142,0.001534384,0.002904163,0.025316456,0,0.003442341,0,0,5.457335518,3,0,2
1249,SBR Tarım Ürünleri Gıda San. Ve Tic. A.Ş,32668,0.010880179,0.025169409,0.012658228,0,0.022375215,0,0,5.452885729,3,0,2
1250,Adefy,12997,0.011438136,0.013552759,0.015822785,0,0.020654045,0,0,5.446803968,3,0,2
1251,ATEREA SA,34131,0.019110057,0.005808325,0.015822785,0,0.020654045,0,0,5.443178322,3,0,2
1252,Metlac Spa,22950,0.014227926,0.010648596,0.015822785,0,0.020654045,0,0,5.441085305,3,0,2
1253,Ströh E-Commerce GmbH,34163,0.025805552,0.005808325,0.006329114,0,0.051635112,0,0,5.428272226,3,0,2
1254,Aerochemica GmbH,25930,0.005579579,0.027105518,0.009493671,0,0.037865749,0,0,5.426276445,3,0,2
1255,Kubilay Kimya ve Boya,11894,0.00251081,0.030009681,0.018987342,0,0,0,0,5.423492903,3,0,2
1256,"Rota Glaciar, Lda.",19405,0.001534384,0.043562439,0.015822785,0,0,0,0,5.419398145,3,0,2
1257,BASIT CHEMICALS,2693,0.003905705,0.043562439,0.009493671,0,0.022375215,0,0,5.390902165,3,0,2
